name,jurisdiction,jurisdictionType,entityType,status,birthyear,zipcode
"STRATOS CORPORATION N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS WESTERN STRATOS CORPORATION",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94116
MARSSON INTERNATIONAL LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94108
"RADCLIFFE INVESTMENT LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS RADCLIFFE CAPITAL, INC.",LIBERIA,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94111
REDBRICK REAL ESTATE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94102
BANCORP PACIFIC PTY LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94104
ZABER CORP. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94105
NINA NUMBER FIVE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94111
COUNTY INVESTMENT CO. N.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS S.F. COUNTY INVESTMENT CO. INC.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94111
HERITAGE INVESTMENT AND PROPERTIES OF SONOMA N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,95476
HARTFORD REALTY CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,90017
SAN JOSE RANCH N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94107
"AEROLINEAS NICARAGUENSES, SOCIEDAD ANONIMA",NICARAGUA,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94104
CALVERT PROPERTIES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94104
CT - EXPORT FLISTER GMBH,GERMANY,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94104
ALBURNO CORPORATION,LIBERIA,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94108-3727
GANOTTO GROUP INVESTMENT CORP.,PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1982,95476
HOYA CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94122
SOUTHWEST MULTI-INVESTMENT COMPANY N.V. WHICH WILL TRANSACT BUSINESS IN CALIFORNIA AS SWMI COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94108
DALUM CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1982,94010
INTERET NATURAL RESOURCES LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94105
MARK'S INVESTMENT N.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS 'SACRAMENTO MARK'S INVESTMENT',NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1983,94108
LA ALTA INVESTMENTS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1983,90017
CATAND CORP. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1983,90017
TREVOR PLACE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94104
RAYBROW LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94133
GLAS VON MARION VERSAND GMBH,GERMANY,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94104
"ZONTONA INVESTMENTS, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94104
"MICROFORM DATA SYSTEMS, LIMITED",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1983,90017
"PERBRU, INC.",LIBERIA,world,Statement & Designation By Foreign Corporation,Surrendered,1983,90017
DEWDOP INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94102
HAMARA CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94111
DEFINAVAL N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94111
"THE SNOWBIRD COMPANY N.V., WHICH WILL TRANSACT BUSINESS IN CALIFORNIA AS THE PACIFIC SNOWBIRD COMPANY N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,90017
DILONAY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1983,90017
ADAMUZ N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94111
BANCO TOTTA E ACORES,PORTUGAL,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94111
PHILIPPINE INTERNATIONAL TRADING CORPORATION WHICH WILL TRANSACT BUSINESS IN CALIFORNIA AS GOLDEN SHELL SHOWCASE,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94104
CAROCATI ENGINEERING CORP.,PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94111
FOOD STUFF TRADING INC.,PANAMA,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94102
POON GUAN PRIVATE LIMITED,SINGAPORE,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94123
VANDERVEER-WAH LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94122
LONDON SILVER CORPORATION,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94108
UNITED HEARNE RESOURCES LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94108
METRO CANADA LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1983,95112
"JIUH SHINN ENTERPRISES COMPANY, LTD.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94102
ABLON N. V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
"MANNSVILLE INVESTMENT N. V., WHICH WILL DO BUSINESS IN CALIFORNIA AS NETHERLANDS ANTILLES MANNSVILLE INVESTMENT N. V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
GROSVENOR MERCANTILE HOLDINGS LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94104
POWELL CREEK CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
"AFTER DARK PRODUCTIONS, LTD.",SWEDEN,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94123
"NIPPON ELECTRIC INDUSTRY CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
YATHRIB TRADING & INDUSTRIAL CORPORATION,SAUDI ARABIA,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94118
CAVALIER BREMWORTH (NORTH AMERICA) LIMITED,NEW ZEALAND,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94104
THE ROYAL BANK OF SCOTLAND PUBLIC LIMITED COMPANY,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
CONTINENTAL GLASS CO. (U.S.A.) LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1985,94120
"WINTON PROPERTIES N. V., WHICH WILL DO BUSINESS IN CALIFORNIA AS CHEONG-WINTON PROPERTIES, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1986,94103
"BRAEMAR HOLDINGS CORPORATION, S.A.",PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94133
SHINKAWA LTD.,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
AQUASCORP N. V. WHICH WILL DO BUSINESS IN CALIFORNIA AS PERPETUAL GOLD,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94111
ESVIC TWO CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
"RIDER HUNT, LEVETT AND CAREY LIMITED",JERSEY,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94925
SUNMOOR INVEST N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94109
"DAVID GRABER CARPETS, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94108
"SEKOTAC, LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94133
"ACHIEVERS REALTY AND DEVELOPMENT CORPORATION WHICH WILL DO BUSINESS IN CALIFORNIA AS ALABANG PROPERTIES, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94127
BAYRIDGE COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1983,90017
"VIRATA-SEVILLA MFG. ENTERPRISES, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94112
AUSTRALIAN GENETIC ENGINEERING COMPANY PTY. LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94104
ARTILLERY ENTERPRISES INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1983,92260
"DROVIN CORPORATION, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94102
"HAN PALACE (U.S.A.), INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94103
QUEST SHIPPING N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1984,90017
I.G.B. PRODUCTS LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94301
GRANVILLE ENTERPRISES (U.K.) LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94010
LAMBRO N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1984,90017
F & C PROPERTIES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94102
UNION FARM CO. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
DFS GROUP LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Surrendered,1984,95833
"DAEWOO TELECOM CO., LTD.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Forfeited,1984,90017
PACIFIC STUDIES INSTITUTE WHICH WILL DO BUSINESS IN CALIFORNIA AS ASIA PACIFIC GROUP,GUAM,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94118
VIA PETROLEUM INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94111
BEUZEKOM BEHEER B.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94120
WELLCLOSE INVESTMENT COMPANY N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
"HEALTHCARE MANAGEMENT RESOURCES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94111
NIHON GOGAKU KYOIKU SHINKO KAI,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
MID-COAST FINANCE N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94111
KLOSTER CRUISE A/S,NORWAY,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94111
LATHPAGE CORP. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
NEW ZEALAND KIWIFRUIT AUTHORITY,NEW ZEALAND,world,Statement & Designation By Foreign Corporation,Forfeited,1985,90017
YERCAF N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
CARVER AND ASSOCIATES,GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1985,94108
"SKINNER BONDING COMPANY, LIMITED",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1985,94127
FOSTERVILLE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1985,90104
"ASIA MACHINERY TRADING CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
CASCADE WINDOWS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1985,94111
MALIND CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1985,90017
"GNOSIS N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS ASPINWALL PROPERTIES, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1985,94103
FIRST STREET HOLDINGS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94108
COLINDALE PTY. LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94105
ROYAL CRUISE LINE LIMITED,LIBERIA,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
HE FAT SENG TRADING AND INVESTMENT COMPANY LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1986,95008
"INTERMARKET ADVERTISING, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94133
"TOKYO AIR SERVICE CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
CAYMAN BOX CORP. LTD.,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1986,95833
"CAPCOUNT AMERICA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
ZURICH INSURANCE COMPANY,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1919,94104
REXFORD HOLDINGS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94115
TRAHURST S.A.,PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94105
SUNWRIGHTS MULTINATIONAL INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94109
ASSOCIATED CONTAINER TRANSPORTATION (AUSTRALIA) LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94109
"BLACKBURN & COMPANY, INCORPORATED (GEORGIA) WHICH WILL DO BUSINESS IN CALIFORNIA AS GEORGIA BLACKBURN & COMPANY, INCORPORATED",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
MUKANDER HOLDING N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94108
"EUROCANADIAN TANKERS, LTD.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94111
DFS MERCHANDISING LIMITED N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1987,95833
MINATO ELECTRONICS INC.,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,90017
SARAWAK CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94111
"HITEKS JAPAN CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
"FLORENCE TRADING, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94118
SURREY CONTRACTING LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
KABUSHIKI GAISHA FAMILIAR,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94111
ATHETA ENTERPRISES INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94131
CHEN'S WORLD N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94115
C.L. THOMSON N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94104
EASDALE LIMITED,LIBERIA,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94104
MADE IN CRUISE A.S.,NORWAY,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94133
LEMONGROVE CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94105
H.I.E. CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94133
DYNAWARE CORP.,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
TROTTA INVESTMENT CO. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
GRAHAM INVESTMENT LIMITED,LIBERIA,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94122
"V'SOSKE, INC.",PUERTO RICO,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94104
SUN AMITY CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,95825
BANCO DI ROMA,ITALY,world,Statement & Designation By Foreign Corporation,Surrendered,1971,94104
YERBA BUENA COMPANY N.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS PACIFIC YERBA BUENA COMPANY,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94104
"MANAGEMENT RESOURCES INTERNATIONAL, LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS MRI LIMITED, INC.",HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94111
GAURANGA PRIVATE LIMITED,SINGAPORE,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94123
CALDWELL INCORPORATED WHICH WILL DO BUSINESS IN CALIFORNIA AS C.I.I. CO.,LIBERIA,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
TEXTAINER EQUIPMENT MANAGEMENT INC.,PANAMA,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94105
"PETET & ASSOCIATES, INC. WHICH WILL DO BUSINESS IN THE STATE OF CALIFORNIA AS GEORGIA-PETET & ASSOCIATES",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94111
CHO HUNG BANK,"KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Surrendered,1978,94108
"BOHANNON COMPANY, N.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS BOHANNON LAND COMPANY",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94111
PINK STAR LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94107
"CMQ COMMUNICATIONS, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94104
"SUMITOMO CONSTRUCTION CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94105
LORIMOR CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
CTC EQUIPMENT AG,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
"CASSIDY CORPORATION, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94104-2878
"UNIVERSAL ROBINA INTERNATIONAL, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
"L.W.R. EXPORT, LIMITED",NEW ZEALAND,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
LINKLETTERS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,90017
UTRECHT INVESTMENT COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94111
INGG. LINO E. ITO DEL FAVERO IMPRESA COSTRUZIONI S.P.A.,ITALY,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94104
"TOKUYAMA SODA CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
MERIDIAN HOLDING COMPANY,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
PRIMO SEGUNDO N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1977,94104
KABUSHIKI KAISHA HARAYA,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94111
EXOGAN HOLDING N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94108
IMAGE ARTIST LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS AVESCO SCREENCO AMERICA,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94105
"PHILIPPINE AIR LINES, INCORPORATED",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Active,1965,94108
"PROFITA HOLDING, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1982,94105
ZADOR CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94108
"HITACHI TRANSPORT SYSTEM, LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
"GETZ BROS. & CO. ZUG, INC.",SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1961,95833
ALCEX N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111
CREATEC VERTRIEBSGESELLSCHAFT MBH UND CO. KG,GERMANY,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94111
EUROPEAN INSTITUTE OF TRANSPERSONAL AND ADVANCED HUMAN STUDIES,BELGIUM,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94103
TA-AN DEVELOPMENT INC.,CHINA,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94104
INTERNATIONAL BANK OF SINGAPORE LIMITED,SINGAPORE,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
MERIDIAN PROPERTIES H N.V. DOING BUSINESS IN CALIFORNIA AS BAME PROPERTIES,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111
WONG'S TECHNOLOGY LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94102
"PACIFIC PARAMETER PROPERTIES, INC.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1988,94111-2514
BENCEL N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1977,94939
"BANCO CENTRAL HISPANOAMERICANO, S.A.",SPAIN,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
HAYAKAWA INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS KABUSHIKI KAISHA HAYAKAWA,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94109
EMPIRE GOLD RESOURCES LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1988,95833
OKU-TAKE CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1988,94111
FOSTER WHEELER LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS F.W. CANADA,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1988,94108-4799
"BANCO BILBAO VIZCAYA, S.A.",SPAIN,world,Statement & Designation By Foreign Corporation,Surrendered,1988,94104
IKUSEI SHOJI CORP.,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94108
THE SPENCER FRANCEY GROUP INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94930
"THERMOCHEM, INCORPORATED DOING BUSINESS IN CALIFORNIA AS INSTRUMENTATION CONTROLS, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94111
DRAGON DEVELOPMENT S.A.,PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94111
PATRICIAN PROPERTIES NUMBER THREE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94111
THE MANUFACTURERS LIFE INSURANCE COMPANY,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1927,94111
KINGSCITY INVESTMENT LTD.,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1989,94132-1559
"STRATFORD ESTATES, LTD.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94105
"SEIJO SHOJI CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1989,94104
MOWLA PTY. LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,1989,95833
VALSER ST. PETERSQUELLE,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1989,95833
CALPROP INVESTMENTS LIMITED,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1978,94111
KABUSHIKI KAISHA IWASA TEKKOOJO,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94109
AGRI-INTERNATIONAL,FRANCE,world,Statement & Designation By Foreign Corporation,Forfeited,1989,90017
"AIR-MAT HANDLING EQUIPMENT, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1989,94103
ROYAL CRUISE LINE LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Forfeited,1989,94111
DEUTSCHE BANK AG,GERMANY,world,Statement & Designation By Foreign Corporation,Forfeited,1990,94111
"SUMIKIN METAL PRODUCTS CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1990,95219
ASIA ALLIANCE FINANCE AND INVESTMENT LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1990,94104
CLOVERWOOD N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94539
ESPRIT DE CORP. GMBH,GERMANY,world,Statement & Designation By Foreign Corporation,Forfeited,1990,94304-1018
"DAISHINPAN CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94105
HANG SENG BANK LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94111
"ARCADIA HOUSE, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94111
"SKY ALUMINIUM CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1990,95833
KABUSHIKI KAISHA PARK PLAZA HOTEL,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1990,90017
"OBIC CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94107
"ITOMAN GUAM, INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS GUAM ITOMAN",GUAM,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94104
"MITSUI LEASING & DEVELOPMENT, LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1990,90017
CRYSRON CORPORATION WHICH WILL DO BUSINESS IN CALIFORNIA AS CRYSTONE,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94111
GLOBAL INTERNATIONAL KABUSHIKI KAISHA,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1990,90014
CANG BAI LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94115
KABUTO DECOM INC.,JAPAN,world,Statement & Designation By Foreign Corporation,Active,1989,94109
AQUATECH SYSTEMS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1991,95833
TRANSCISCO FOREIGN SALES CORPORATION,BARBADOS,world,Statement & Designation By Foreign Corporation,Forfeited,1990,94108
