name,jurisdiction,jurisdictionType,entityType,status,birthyear,zipcode
"KUMHO PETROCHEMICAL CO., LTD.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Active,1997,92111
TETON SECURITY PTY. LIMITED,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,1998,92121
"CQR, LIMITED",NEW ZEALAND,world,Statement & Designation By Foreign Corporation,Forfeited,1998,92121
"LA PAROLE CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1998,92101
"POLYMATECH CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1998,92122
INTERNATIONAL THUNDERBIRD GAMING SRL,BARBADOS,world,Statement & Designation By Foreign Corporation,Forfeited,1996,92127
MANFRED SAUER GMBH,GERMANY,world,Statement & Designation By Foreign Corporation,Surrendered,1998,92128
"FERMONI, N.V.",NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1998,92101
CIMA N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1998,92109
"DENIMTEX, S.A. DE C.V.",MEXICO,world,Statement & Designation By Foreign Corporation,Forfeited,1998,92101
GLENDALE INDUSTRIAL SERVICES LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS GISL,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1999,92130
"XINTECH, INC. WILL DO BUSINESS IN THE STATE OF CALIFORNIA AS D.L. BUCHKO & ASSOCIATES, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1999,92037
LEINON PROPERTIES INC.,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1999,92130
JEWELL APPAREL GROUP CORP.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1999,92110
COMMUNICATIONS HOLDINGS CORPORATION,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1999,92103
MARITIME ANTIQUES INC.,GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1999,92126
"KYOCERA ELECTRONICS, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1999,95833
SOFIA TRADING LIMITED,ISLE OF MAN,world,Statement & Designation By Foreign Corporation,Surrendered,1999,92130-2542
AMERICA CROWN CORPORATION,NORTHERN MARIANA ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1999,92128
"DNC TECH., INC.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Forfeited,2000,92111
WEST COAST GOLF SHUTTLE INC,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2000,92103
"CHATEAU GROUP, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,2000,92128
"CLS, INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS CLS TRAINING DEVELOPMENT",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,2001,90010
ACTION (H. K.) LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS HONG KONG ACTION LTD.,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,2000,92115-3922
ENGIWARE JAPAN,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,2000,92114
CORPORATIONS AT WORK TECNNOLOGIES INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2000,92101
SHEI CHUNG HSIN IND. CO. LTD.,CHINA,world,Statement & Designation By Foreign Corporation,Surrendered,1997,92130
"SHANGHAI JIANG LAN TRADING CO., LTD.",CHINA,world,Statement & Designation By Foreign Corporation,Forfeited,2000,92111
"MUSEUM INQUISICION, A.C.",MEXICO,world,Statement & Designation By Foreign Corporation,Forfeited,2000,92108
VELTMAN HOLDINGS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2000,92101
"TMAX SOFT CO., LTD.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Surrendered,2001,92111
CHUAN FU CONSTRUCTION CORP.,CHINA,world,Statement & Designation By Foreign Corporation,Forfeited,2001,92130
"DANIEL T. STEPHENSON, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,2001,92109
PINEWOOD SPRINGS CORP.,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2001,92109
"IDIS (INTELLIGENT DIGITAL INTEGRATED SECURITY CO., LTD.)","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Surrendered,2001,92103
STYLOPTIC INTERNACIONAL S.A. DE C.V.,MEXICO,world,Statement & Designation By Foreign Corporation,Forfeited,2001,92101
"TRAFFIC ITS CO., LTD.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Forfeited,2002,92130
"WEST COAST REINSURANCE COMPANY, LTD.",TURKS AND CAICOS ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2002,92108
NAALEY DAVID LTD,ISRAEL,world,Statement & Designation By Foreign Corporation,Forfeited,2002,92120
AMON CARE AKTIENGESELLSCHAFT,LIECHTENSTEIN,world,Statement & Designation By Foreign Corporation,Forfeited,2002,92101
"SEEGENE, INC.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Forfeited,2002,92111
"SEOUL LASER DIEBOARD SYSTEM CO., LTD.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Active,2002,92130
CONSOLIDATED HOLDINGS LTD.,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,2003,92122
RESTI CORP.,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2003,92037
"EXPRESCOM, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",MEXICO,world,Statement & Designation By Foreign Corporation,Forfeited,2003,92154
"QUALCOMM GLOBAL TRADING, INC.",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1999,95833
RIDGECREST INSURANCE COMPANY LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2003,91364
"THE DON INTERNATIONAL, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2003,92130
"MASTER LINE USA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2003,92130
EICOM CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Active,2004,92121
STANFORD TRUST COMPANY LIMITED,ANTIGUA AND BARBUDA,world,Statement & Designation By Foreign Corporation,Forfeited,2004,92101
SSD COMPANY LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS XAVIX,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,2004,92130
COVX LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Surrendered,2004,92121
"LEADING EDGE CONSULTING, INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS LEADING EDGE OPPORTUNITIES",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2004,92019
"OPEN STORAGE SOLUTIONS, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Canceled,2005,92126
HARMONY MARKETING GROUP INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2005,92103
"SCHOOL OF ITALIAN PLASTERS, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2005,92104
"WOONAM CO., LTD.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Forfeited,2006,92101
RISECOMM CO. LTD.,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,2006,92128
"LKT AUTOMATION, SDN BHD",MALAYSIA,world,Statement & Designation By Foreign Corporation,Forfeited,2006,92101
MIKO HOLDINGS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2006,92121
ACCULOGIC INC.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2006,92126
COSMO BIOSCIENCE SPA,ITALY,world,Statement & Designation By Foreign Corporation,Surrendered,2007,92121-1331
"HLM INTERNATIONAL, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2007,92121
"OPEN STORAGE SOLUTIONS, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Active,2005,92126
DYNASTY INTEREST TRUST PRIVATE FOUNDATION,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,2007,92103
STEPHITA INC,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2007,92129
"COLEMAN AMERICAN MOVING SERVICES, INC., A GEORGIA CORPORATION",GEORGIA,world,Statement & Designation By Foreign Corporation,Active,2007,92121
"LOON PROPERTIES, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2007,92101
PHANTOM INDUSTRIES INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2008,92107
TEM MEDIKAL ANONIM SIRKETI,TURKEY,world,Statement & Designation By Foreign Corporation,Forfeited,2008,92121
KABUSHIKI KAISHA MUSO SHOJI,JAPAN,world,Statement & Designation By Foreign Corporation,Active,2007,92126
MABEL'S LABELS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2008,92131
"HAWKSPEAK, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2008,92103
AUDIOSOFT LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,2007,92131
UNION INVESTMENT REAL ESTATE AKTIENGESELLSCHAFT,GERMANY,world,Statement & Designation By Foreign Corporation,Surrendered,2008,92121
BELTRABOND LIMITED,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2008,92037
ART ADVANCED RESEARCH TECHNOLOGIES INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2007,92121
"FIRST NATIONAL BANK, S.A. DE C.V., SOFOM ENR",MEXICO,world,Statement & Designation By Foreign Corporation,Surrendered,2009,91977
CRESPIN CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,2009,92108
"KYOWA HAKKO KIRIN CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,2009,92130
"SEAHN SYSTEM CO., LTD.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Active,2009,91915
DUCASSE INDUSTRIAL S.A.,CHILE,world,Statement & Designation By Foreign Corporation,Surrendered,2009,91941
SANDBOX HOLDCO (PROPRIETARY) LIMITED,SOUTH AFRICA,world,Statement & Designation By Foreign Corporation,Forfeited,2008,92067
IVORY PLACE INC.,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2009,90017
"JABO METAL FABRICATION, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2009,90017
ISAHAYA ELECTRONICS SALES ASIA LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Active,2009,92111
"IGO CONSOLIDATED CORPORATION SDN, BHD",MALAYSIA,world,Statement & Designation By Foreign Corporation,Surrendered,2009,92111
"INVENTO, SA DE CV",MEXICO,world,Statement & Designation By Foreign Corporation,Active,2010,92101
COSMO BIOSCIENCE SPA,ITALY,world,Statement & Designation By Foreign Corporation,Active,2010,92121-1331
OSMAN PROPERTIES LIMITED,COOK ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2010,92121
AUTOCHINA INTERNATIONAL LIMITED,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2010,92121
"HARBOR CORNER, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1994,95814
JARDINE CAPITAL CORP.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2011,92109
"TASASHYASS COLLEGE, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Surrendered,2011,92126
CLOVER LEAF SEAFOOD S.A R.L.,LUXEMBOURG,world,Statement & Designation By Foreign Corporation,Active,2011,90017
"TOMCAT ENTERPRISES, INC., S.DE R.L DE C.V.",MEXICO,world,Statement & Designation By Foreign Corporation,Forfeited,2010,92110
"COMERCIAL HOTELERA MEXICANA DE OCCIDENTE, S.A. DE C.V.",MEXICO,world,Statement & Designation By Foreign Corporation,Surrendered,2011,92101
FIRE DRAGON BROS LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,2011,92121
ADVANCE MANAGEMENT INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS AMI GUAM,GUAM,world,Statement & Designation By Foreign Corporation,Active,2011,92101
OSMAN FOURTH AVENUE LIMITED,COOK ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2012,92121
"FUNDACION MARIA SANDOVAL, A.C.",MEXICO,world,Statement & Designation By Foreign Corporation,Active,2012,92154
A & I ACCESSORY LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Active,2012,92108
SUMMERGREEN HOLDINGS LTD.,BARBADOS,world,Statement & Designation By Foreign Corporation,Surrendered,2012,91914
CONFEZIONI GIOIELLI S.P.A.,ITALY,world,Statement & Designation By Foreign Corporation,Surrendered,2012,92130
BRAEMAC U.S. PTY LIMITED,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Active,2012,92121
TOHKOH JUSHI CO LTD,JAPAN,world,Statement & Designation By Foreign Corporation,Active,2012,92111
QAIRUS (PVT) LIMITED,PAKISTAN,world,Statement & Designation By Foreign Corporation,Active,2012,92126
BROOKS YUGEN-GAISHA,JAPAN,world,Statement & Designation By Foreign Corporation,Active,2012,91915
H T L LOGISTICS INDIA PRIVATE LIMITED,INDIA,world,Statement & Designation By Foreign Corporation,Active,2012,92130
COSTA CROCIERE S.P.A CORPORATION,ITALY,world,Statement & Designation By Foreign Corporation,Active,2011,90017
"TERMINAL DE LIQUIDOS MANZANILLO, S.A. DE C.V.",MEXICO,world,Statement & Designation By Foreign Corporation,Active,2013,95814
"EMU CO. LTD, WHICH WILL DO BUSINESS IN CALIFORNIA AS EMU ENTERTAINMENTCORPORATION",JAPAN,world,Statement & Designation By Foreign Corporation,Active,2013,90071
LAFALEN CORP.,LIBERIA,world,Statement & Designation By Foreign Corporation,Active,2013,91362-7354
BASHA CA ONE LIMITED,COOK ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2012,92121
DOVER HOLDINGS INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS DOVER REAL ESTATE HOLDINGS INC.,MARSHALL ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2013,92037
GOLDEN SQUARE INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS GOLDEN SQUARE REAL ESTATE INC.,MARSHALL ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2013,92037
"TALAS CORPORATION, WHICH WILL DO BUSINESS IN CALIFORNIA AS TALAS PROPERTIES CORPORATION",LIBERIA,world,Statement & Designation By Foreign Corporation,Active,2013,92101
"BANK OF SOUTHERN CALIFORNIA, N.A.",UNITED STATES,world,Statement & Designation By Foreign Corporation,Active,2013,91302
"JLA LUJA, S. DE R.L. DE C.V.",MEXICO,world,Statement & Designation By Foreign Corporation,Active,2013,92101
"RAYBIOTECH, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Active,2013,92101
WEST CREEK UNIVERSAL CORP,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2013,92101
CANNON CORP. WHICH WILL DO BUSINESS IN CALIFORNIA AS CANNON REAL ESTATE CORP.,MARSHALL ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2013,92037
SPT MARINE TRANSFER SERVICES LTD.,BERMUDA,world,Statement & Designation By Foreign Corporation,Active,2014,92106
