name,jurisdiction,jurisdictionType,entityType,status,birthyear,zipcode
THE ROYAL BANK OF SCOTLAND PUBLIC LIMITED COMPANY,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
"WINTON PROPERTIES N. V., WHICH WILL DO BUSINESS IN CALIFORNIA AS CHEONG-WINTON PROPERTIES, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1986,94103
"BRAEMAR HOLDINGS CORPORATION, S.A.",PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94133
SHINKAWA LTD.,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
AQUASCORP N. V. WHICH WILL DO BUSINESS IN CALIFORNIA AS PERPETUAL GOLD,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94111
ESVIC TWO CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
SUNMOOR INVEST N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94109
"DAVID GRABER CARPETS, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94108
"SEKOTAC, LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94133
"ACHIEVERS REALTY AND DEVELOPMENT CORPORATION WHICH WILL DO BUSINESS IN CALIFORNIA AS ALABANG PROPERTIES, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94127
"VIRATA-SEVILLA MFG. ENTERPRISES, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1983,94112
AUSTRALIAN GENETIC ENGINEERING COMPANY PTY. LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94104
"DROVIN CORPORATION, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94102
"HAN PALACE (U.S.A.), INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94103
F & C PROPERTIES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94102
UNION FARM CO. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
PACIFIC STUDIES INSTITUTE WHICH WILL DO BUSINESS IN CALIFORNIA AS ASIA PACIFIC GROUP,GUAM,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94118
VIA PETROLEUM INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94111
WELLCLOSE INVESTMENT COMPANY N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
"HEALTHCARE MANAGEMENT RESOURCES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94111
NIHON GOGAKU KYOIKU SHINKO KAI,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
MID-COAST FINANCE N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94111
KLOSTER CRUISE A/S,NORWAY,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94111
LATHPAGE CORP. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1984,94111
YERCAF N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
CARVER AND ASSOCIATES,GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1985,94108
"SKINNER BONDING COMPANY, LIMITED",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1985,94127
"ASIA MACHINERY TRADING CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
CASCADE WINDOWS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1985,94111
"GNOSIS N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS ASPINWALL PROPERTIES, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1985,94103
FIRST STREET HOLDINGS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94108
COLINDALE PTY. LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94105
ROYAL CRUISE LINE LIMITED,LIBERIA,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
"INTERMARKET ADVERTISING, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94133
"TOKYO AIR SERVICE CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
"CAPCOUNT AMERICA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
ZURICH INSURANCE COMPANY,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1919,94104
REXFORD HOLDINGS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94115
TRAHURST S.A.,PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94105
SUNWRIGHTS MULTINATIONAL INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94109
ASSOCIATED CONTAINER TRANSPORTATION (AUSTRALIA) LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94109
"BLACKBURN & COMPANY, INCORPORATED (GEORGIA) WHICH WILL DO BUSINESS IN CALIFORNIA AS GEORGIA BLACKBURN & COMPANY, INCORPORATED",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
MUKANDER HOLDING N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94108
"EUROCANADIAN TANKERS, LTD.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94111
SARAWAK CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94111
"HITEKS JAPAN CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
"FLORENCE TRADING, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94118
SURREY CONTRACTING LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
KABUSHIKI GAISHA FAMILIAR,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94111
ATHETA ENTERPRISES INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94131
CHEN'S WORLD N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94115
C.L. THOMSON N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94104
EASDALE LIMITED,LIBERIA,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94104
MADE IN CRUISE A.S.,NORWAY,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94133
LEMONGROVE CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94105
H.I.E. CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94133
DYNAWARE CORP.,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
TROTTA INVESTMENT CO. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
GRAHAM INVESTMENT LIMITED,LIBERIA,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94122
"V'SOSKE, INC.",PUERTO RICO,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94104
BANCO DI ROMA,ITALY,world,Statement & Designation By Foreign Corporation,Surrendered,1971,94104
YERBA BUENA COMPANY N.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS PACIFIC YERBA BUENA COMPANY,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94104
"MANAGEMENT RESOURCES INTERNATIONAL, LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS MRI LIMITED, INC.",HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94111
GAURANGA PRIVATE LIMITED,SINGAPORE,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94123
CALDWELL INCORPORATED WHICH WILL DO BUSINESS IN CALIFORNIA AS C.I.I. CO.,LIBERIA,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
TEXTAINER EQUIPMENT MANAGEMENT INC.,PANAMA,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94105
"PETET & ASSOCIATES, INC. WHICH WILL DO BUSINESS IN THE STATE OF CALIFORNIA AS GEORGIA-PETET & ASSOCIATES",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1987,94111
CHO HUNG BANK,"KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Surrendered,1978,94108
"BOHANNON COMPANY, N.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS BOHANNON LAND COMPANY",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94111
PINK STAR LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94107
"CMQ COMMUNICATIONS, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94104
"SUMITOMO CONSTRUCTION CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94105
LORIMOR CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
"SOPHIA SYSTEMS CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1988,94104
CTC EQUIPMENT AG,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
"UNIVERSAL ROBINA INTERNATIONAL, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
"L.W.R. EXPORT, LIMITED",NEW ZEALAND,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94111
UTRECHT INVESTMENT COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94111
INGG. LINO E. ITO DEL FAVERO IMPRESA COSTRUZIONI S.P.A.,ITALY,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94104
"TOKUYAMA SODA CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
MERIDIAN HOLDING COMPANY,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94111
PRIMO SEGUNDO N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1977,94104
KABUSHIKI KAISHA HARAYA,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94111
EXOGAN HOLDING N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94108
IMAGE ARTIST LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS AVESCO SCREENCO AMERICA,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94105
"PHILIPPINE AIR LINES, INCORPORATED",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Active,1965,94108
"PROFITA HOLDING, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1982,94105
ZADOR CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94108
"HITACHI TRANSPORT SYSTEM, LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94111
ALCEX N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111
CREATEC VERTRIEBSGESELLSCHAFT MBH UND CO. KG,GERMANY,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94111
EUROPEAN INSTITUTE OF TRANSPERSONAL AND ADVANCED HUMAN STUDIES,BELGIUM,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94103
TA-AN DEVELOPMENT INC.,CHINA,world,Statement & Designation By Foreign Corporation,Surrendered,1985,94104
MERIDIAN PROPERTIES H N.V. DOING BUSINESS IN CALIFORNIA AS BAME PROPERTIES,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111
WONG'S TECHNOLOGY LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1983,94102
HAYAKAWA INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS KABUSHIKI KAISHA HAYAKAWA,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94109
OKU-TAKE CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1988,94111
"BANCO BILBAO VIZCAYA, S.A.",SPAIN,world,Statement & Designation By Foreign Corporation,Surrendered,1988,94104
IKUSEI SHOJI CORP.,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94108
"THERMOCHEM, INCORPORATED DOING BUSINESS IN CALIFORNIA AS INSTRUMENTATION CONTROLS, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94111
DRAGON DEVELOPMENT S.A.,PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94111
PATRICIAN PROPERTIES NUMBER THREE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94111
THE MANUFACTURERS LIFE INSURANCE COMPANY,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1927,94111
"STRATFORD ESTATES, LTD.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94105
"SEIJO SHOJI CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1989,94104
CALPROP INVESTMENTS LIMITED,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1978,94111
KABUSHIKI KAISHA IWASA TEKKOOJO,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1987,94109
"AIR-MAT HANDLING EQUIPMENT, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1989,94103
ROYAL CRUISE LINE LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Forfeited,1989,94111
DEUTSCHE BANK AG,GERMANY,world,Statement & Designation By Foreign Corporation,Forfeited,1990,94111
ASIA ALLIANCE FINANCE AND INVESTMENT LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1990,94104
"DAISHINPAN CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94105
HANG SENG BANK LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94111
"ARCADIA HOUSE, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94111
"OBIC CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94107
"ITOMAN GUAM, INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS GUAM ITOMAN",GUAM,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94104
CRYSRON CORPORATION WHICH WILL DO BUSINESS IN CALIFORNIA AS CRYSTONE,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94111
CANG BAI LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1990,94115
KABUTO DECOM INC.,JAPAN,world,Statement & Designation By Foreign Corporation,Active,1989,94109
TRANSCISCO FOREIGN SALES CORPORATION,BARBADOS,world,Statement & Designation By Foreign Corporation,Forfeited,1990,94108
GOLDEN GATE PETROLEUM INTERNATIONAL LTD.,BERMUDA,world,Statement & Designation By Foreign Corporation,Forfeited,1986,94105
"SMARK, INC.",CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1989,94108
MERISTEM THERAPEUTICS,FRANCE,world,Statement & Designation By Foreign Corporation,Forfeited,1999,94121
WARRENFIELD CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1985,94115
"TECHNOL SEVEN CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1991,94111
LOBITO REALTY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1984,94108
"IWASHITA ENGINEERING, LTD. WHICH WILL DO BUSINESS IN CALIFORNIA AS IEITECHNICAL CENTER",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1991,94111
TOWA CORPORATION WHICH WILL DO BUSINESS IN CALIFORNIA AS TOWA SEMITECHCORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1991,94111
"AUSTRALIAN WINERIES PTY. LIMITED, WHICH WILL DO BUSINESS IN CALIFORNIAAS NEW AUSTRALIAN WINERIES PTY LIMITED",AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,1991,94111
2723930 CANADA INCORPORATED,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1991,94123
"UNION SHOJI CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1991,94104
CORNALDI PROPERTIES LIMITED,VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1991,94108
"RYAN INCORPORATED WHICH WILL DO BUSINESS IN CALIFORNIA AS HILLSBOROUGHRYAN, INC.",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1991,94111
SHOGAKUKAN INC.,JAPAN,world,Statement & Designation By Foreign Corporation,Active,1992,94133
LANDELL MILLS MARKET RESEARCH LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1992,94133
TORRIDA N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1992,94133
BLUE STAR LINE (NORTH AMERICA) LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1992,94105
MJL AGRO-DEVELOPMENT CORPORATION,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1990,94109
"INTERNATIONAL ASSOCIATION SERVICES, LTD. WHICH WILL DO BUSINESS IN CALIFORNIA AS INTERNATIONAL ASSOCIATIONS' COALITION, INC.",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1992,94109
PRIMESOURCE HOLDINGS LTD.,VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1992,94108
LA MONTRE HERMES SA,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Forfeited,1992,94108
DDM PLASTICS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1992,94111
FAIR VENTURES INVESTMENTS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1992,94104
CHOW YIN ENTERPRISES LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1992,94104
K & K SOUND SYSTEME GMBH,GERMANY,world,Statement & Designation By Foreign Corporation,Surrendered,1992,94107
APEX SERVICES LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1991,94111
"ART CAPITAL HARBOR CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1992,94107
IMPRINTS GRAPHIC STUDIO CANADA INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1993,94111
JACKSON STREET HERITAGE LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1993,94104
OBJECT ORIENTED TECHNOLOGIES LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1993,94122
"PHILIPPINE MERCHANT MARINE ACADEMY FOUNDATION, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1991,94102
"SUNGLO CORPORATION, N.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS MOONGLO COMPANY",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1986,94105
BUSINESS AND TECHNICAL COMMUNICATIONS PTY. LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,1993,94105
TEXTAINER LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Active,1994,94108
"TOKAI RAYON CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1994,94109
BOWMAN INTERNATIONAL LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1994,94121
SPL WORLDGROUP B.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1994,94105
CAPITAL ASSET LEASING INC.,PANAMA,world,Statement & Designation By Foreign Corporation,Surrendered,1994,94108
"KASUGAI KANKO KAIHATSU CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1994,94111
"SICHUAN XINYE FASHION CO., LTD.",CHINA,world,Statement & Designation By Foreign Corporation,Forfeited,1994,94132
AMERICA BAOLISHI INC.,CHINA,world,Statement & Designation By Foreign Corporation,Forfeited,1994,94109
BEHEER-EN BELEGGINGSMAATSCHAPPIJ BELJOVRA B.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1994,94103
TANRICH FOREX LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1994,94105
F. H. L. CORPORATION WHICH WILL DO BUSINESS IN CALIFORNIA AS F. H. LOPEZ CORPORATION,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1994,94104
MARBLANK INVESTMENTS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Active,1994,94111
IMAGINATION CORPORATION PTY LTD,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,1995,94123
"D. H. & SON'S CO., LTD.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Forfeited,1995,94132
LEASED ASSETS POOL COMPANY LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Surrendered,1995,94108
"DEER PARK, INC.",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1995,94109
"TAS GROUP LIMITED, WHICH WILL DO BUSINESS IN CALIFORNIA AS TRITON AVIATION SERVICES GROUP LIMITED",BERMUDA,world,Statement & Designation By Foreign Corporation,Surrendered,2001,94111
GEORGIE GIRL INTERNATIONAL LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Active,1995,94111
URO DENSHI KOGYO KABUSHIKI KAISHA,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1995,94132
SHIH HO INC.,TURKS AND CAICOS ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1994,94103
DBMX LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1995,94105
GATX FINANCIAL SERVICES (AUSTRALIA) PTY. LIMITED,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,1996,94111
TEXTAINER ASSET CORPORATION,PANAMA,world,Statement & Designation By Foreign Corporation,Surrendered,1994,94108
TRITON AVIATION SERVICES LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Active,1996,94111
WIN MASTER HOLDINGS CORPORATION LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1996,94115
FAITHFORT ENTERPRISES INC.,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,1995,94111
FCT PACIFIC EQUITIES LIMITED,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1996,94133
HONG KONG INVESTMENTS LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1996,94114
"PVO PROPERTIES, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1996,94111
'FAR-EASTERN INTERNATIONAL TRADING CENTER' WHICH WILL DO BUSINESS IN CALIFORNIA AS 'KHABAROVSKY FAR-EASTERN INTERNATIONAL TRADING CENTER',RUSSIA,world,Statement & Designation By Foreign Corporation,Surrendered,1996,94116
TANRICH INVESTMENT CONSULTANT (OVERSEAS) CORP.,PANAMA,world,Statement & Designation By Foreign Corporation,Surrendered,1996,94104
BANCA DI ROMA,ITALY,world,Statement & Designation By Foreign Corporation,Surrendered,1995,94105
SHINEWORLD INDUSTRIAL LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1996,94105
JOHN GOVETT & CO. LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1996,94108
CAFS TRADING LIMITED,IRELAND,world,Statement & Designation By Foreign Corporation,Surrendered,1997,94104
CAPITAL ASSET LEASING COMPANY LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Forfeited,1997,94108
BBAM TECHNICAL SERVICES LIMITED,IRELAND,world,Statement & Designation By Foreign Corporation,Surrendered,1997,94105
THE NEW COVENT GARDEN SOUP COMPANY LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1997,94105
FINANCIAL PORTFOLIOS LIMITED,IRELAND,world,Statement & Designation By Foreign Corporation,Active,1997,94104
UNIVERSAL PORTFOLIO LIMITED,IRELAND,world,Statement & Designation By Foreign Corporation,Active,1997,94104
KOKUBU KENSETSU K.K.,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1997,94116
PRIMESOURCE ASSET OWNER LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1997,94108
PRIMESOURCE ASSET PURCHASER LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1997,94108
SMS HOLDING GMBH,GERMANY,world,Statement & Designation By Foreign Corporation,Surrendered,1997,94121
KRUG FURNITURE INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1997,94133
TRIA INTERNATIONAL LTD. WHICH WILL DO BUSINESS AS TRIA TECHNOLOGIES INTERNATIONAL LIMITED,BARBADOS,world,Statement & Designation By Foreign Corporation,Active,1997,94118
"SUK AM CO., LTD","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Forfeited,1997,94132
N.F.V. COOKIE CORPORATION,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1997,94121
TRITON AVIATION LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Active,1996,94111
988388 ONTARIO LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1997,94103
NOVA CORPORATION WHICH WILL DO BUSINESS IN CALIFORNIA AS INTERACT NOVA GROUP USA,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1997,94108
TRITON CONTAINER INTERNATIONAL LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Active,1997,94111
INTUITION LANGUAGES USA LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1997,94132
WITTY CORPORATION,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1997,94108
AMPHITRITE LTD.,BERMUDA,world,Statement & Designation By Foreign Corporation,Surrendered,1998,94111
SETANTA SPORT (IRL) LIMITED,IRELAND,world,Statement & Designation By Foreign Corporation,Forfeited,1998,94107
"FOCUS IMAGING, SA",FRANCE,world,Statement & Designation By Foreign Corporation,Forfeited,1998,94134
TRELLIS CONSULTING CORP.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1998,94105
CORPORATION COMPILE,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1998,94108
GB ITALIA SRL,ITALY,world,Statement & Designation By Foreign Corporation,Forfeited,1998,94103
SINOLINK INTERNATIONAL INC.,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1998,94111
