name,jurisdiction,jurisdictionType,entityType,status,birthyear,zipcode
TRANS-CONTINENTAL PETROLEUM CORPORATION,GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1979,90211
"AZKAR, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,91436
"SANTA YNEZ, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1979,91436
PEMBROKE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,90071
DANOB ENGINEERING AND INVESTMENT INTERNATIONAL CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1979,90067
IGLESIA EVANGELICA CRISTIANA ESPIRITUAL,MEXICO,world,Statement & Designation By Foreign Corporation,Active,1979,91331
"FELGUERA, PARQUES Y MINAS, S.A.",SPAIN,world,Statement & Designation By Foreign Corporation,Forfeited,2001,90017
CROWNDALE COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90024
ALDGATE PROPERTIES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90024
BOLZANO N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90071
"MORDANT INVESTMENTS, LIMITED",CANADA,world,Statement & Designation By Foreign Corporation,Active,1980,90064
HAVIRNA INVESTMENT COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90071
"GOLDENTIDE INVESTMENTS, LIMITED",HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90024
VIDAREL N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90071
"MOORFIELD COMPANY N.V.,WHICH WILL DO BUSINESS IN CALIFORNIA AS THE EVIAN",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90024
RAMBERVILLE COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90071
"BARCROFT, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
"ROSSER INTERNATIONAL, INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS ROSSER FABRAP INTERNATIONAL, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Active,1979,90017
SERIFOS CORPORATION LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1979,91754
JOHNSON MATTHEY LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1979,90017
VILLA PERIQUE CORPORATION LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1979,90211
TERUMO CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1979,90221
CAROLWOOD INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,90067
CLYDE INDUSTRIES LIMITED,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,1979,90017
"AMERICAN SOCIETY FOR AESTHETIC PLASTIC SURGERY, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Active,1979,91105
THE MITSUBISHI TRUST AND BANKING CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
YEATS PROPERTIES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90212
TRI-MARINE INTERNATIONAL (PTE) LTD.,SINGAPORE,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90731
LITTLE ATALY INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
"CINEMATOGRAFICA RODRIGUEZ E HIJOS, SOCIEDAD ANONIMA",MEXICO,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90502
"AOZORA BANK, LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
STANDARD GUARANTY INSURANCE COMPANY,GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1979,91423
DIGHTON INCORPORATED N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Merged Out,1980,91791
LOMAS INVESTMENT CORPORATION N. V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90049
"KAL ENTERPRISES, INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS HARKAM ENTERPRISES INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
GOLDEN TRIANGLE MUSIC LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,91403
HANARA COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90212
JODRELL CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
THE J. F. PERRY CORPORATION,GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
BANK OF NEW ZEALAND,NEW ZEALAND,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
HALLAM OVERSEAS LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90067
ST. JAMES INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90036
MARINE DRIVE HOLDINGS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
MARK HOT ENGINEERING INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
SAMMATT PROPERTIES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90505
"KINGDOM LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS ""BVI KINGDOM LIMITED""",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90505
AETRAX INTERNATIONAL INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
WESTPAC BANKING CORPORATION,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Active,1980,90017
THEATRE CONFECTIONS LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
"TRANS-AMERICAN PROPERTIES LTD. WHICH WILL DO BUSINESS IN CALIFORNIA AS ARIZONA TRANS-AMERICAN PROPERTIES, LTD.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90036
"FLAGLAND LIMITED, AN ENGLISH CORPORATION",UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90049
"KOTRUS CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90064
"ASSAD ZAKIA, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90020
THE DRAMA STUDIO LONDON AT BERKELEY LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
"TURNER BROADCASTING SALES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Active,1980,90017
CLIFFWOOD INTERNATIONAL CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90024
SUMMERHOUSE PROJECTS COMPANY LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
"MARINI BROTHERS CREATIVE INTERNATIONAL, INC.",PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90212
AMERISPORT INTERNATIONAL N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
THE EVANS WINE CO. PTY. LIMITED,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90067
"DRISSON CORPORATION, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90210
SWANN ELECTRONICS INTERNATIONAL PTY.LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90071
MUNICIPAL & INDUSTRIAL PIPE SERVICES LTD.,GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
JOSTUVHEN N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1980,90036
"DFS NORTH AMERICA N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS DUTY FREE SHOPPERS NORTH AMERICA LIMITED",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
GASCAN RESOURCES LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
WELLESLEY COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1980,90017
"RODNEY COMPANY, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
BUSH PACIFIC HOLDINGS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90210
KILKENNY REALTY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90210
CLINTWOOD FINANCE CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90210
PAMBROOKE HOLDINGS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90025
YEADON CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90212
AUBERRY CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90212
BRIPAK CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
BAYAN INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90046
CRISP INTERNATIONAL INC.,GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
SHENWORTH REAL ESTATE COMPANY LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90067
STONER INVESTMENT COMPANY LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90067
"CHICK - FIL - A, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Active,1980,90017
"ODENVILLE, INC. N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90071
"SAMJIN TRADING CO., LTD.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
GATELAND CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90067
RIMINI INVESTMENTS INC.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
REGINA INVESTMENTS INC.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
"KOWA SEIKI CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90502
"TSA, INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS AMPERTECH, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
MAYHILL CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90010
"AZIZ ZAKIA, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90020
GRANT SEWARD LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90212
FIRST NATIONAL LIFE INSURANCE COMPANY OF AMERICA,GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
'WINTERTHUR' SWISS INSURANCE COMPANY,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Forfeited,1936,91210
"WESTCO INVESTMENT COMPANY, N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS DARK MOUNTAIN, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90210
CDC OIL & GAS LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
"HEALTHDYNE, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
"THE PARADIES SHOPS, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
GRANITEVILLE COMPANY N.V. TRANSACTING BUSINESS AS GRANITEVILLE INVESTMENT COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90064
BELMONT SHORE INVESTMENTS COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
"MONRINVEST, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
TENNECO OIL OF CANADA LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
RIMBALD CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,91723
"ROME INDUSTRIES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
"CINEMATOGRAFICA RA, SOCIEDAD ANONIMA",MEXICO,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90036
KLESTERTON INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
SWEETGRASS CORPORATION N. V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90210
AGRUME N. V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
SHAWBRIDGE CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
ADGER INCORPORATED N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,91754
SANCHEZ-O'BRIEN ENERGY 80 N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
"SEIBU TRANSPORTATION CO.,LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Active,1980,90505
KUDEVCO LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
FARACOS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90265
FRUTAS Y LEGUMBRES DE MEXICO N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
"GENERAL ACCOUNTING AND CONSULTING SERVICES, INC.",PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,91205
"DIXON TOM-A-TOE COMPANIES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
JAHRA INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90028
"THE TOYO TRUST AND BANKING COMPANY, LIMITED",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90064
"NEPTUNE-BROOKLINE, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
TIFFIN CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90212
JOHNSTOWN FINANCIAL CORPORATION,GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
BYERS ENGINEERING COMPANY,GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
"BANGKOK METROPOLITAN BANK, LTD.",THAILAND,world,Statement & Designation By Foreign Corporation,Surrendered,1981,91502
POST STREET CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90067
"UNIVERSE BEST REALTY, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90210
K. L. BOURDO & ASSOCIATES LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
CLARKEDALE CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,91745
"REVIOS REINSURANCE CANADA, LTD.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
CHRISTIANI & NIELSEN LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
BANQUE FRANCAISE DU COMMERCE EXTERIEUR,FRANCE,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90035
"IMMANUEL BAPTIST SCHOOLS, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90006
BIBI N.V,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
MASEMIDON MANAGEMENT LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90405
HOLIDAY HILLS STOCK AND BREEDING FARM CORPORATION,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,91770
DURABLE PROPERTIES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90027
"ECRAN, S.A.",MEXICO,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90036
FIRST CITIZENS MUNICIPAL CORPORATION,GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
BOW VALLEY RESOURCE SERVICES LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
"NOVENAFARM PROPRIETARY LIMITED, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
CIMRITICA HOLDINGS LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90405
HELENVEST N. V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,91103
EASTERN KAYAM CARPETS LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90071
"SANKYO SEIKI MFG CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90502
"REGAL TRUCKING CO., INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
CIMARRON CORPORATION N.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS CIMARRON STABLES CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90057
JOSHAR INVESTMENTS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90069
"ELSON'S OF CALIFORNIA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
BOXMEER INC.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
KIMBREL INC.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
TOREAL (ONTARIO) INVESTMENTS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90405
TRIENT N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90005
FALCON PROPERTIES LTD. WHICH WILL DO BUSINESS IN CALIFORNIA AS FPZ FALCON PROPERTIES LTD.,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90048
"SOCIETE GENERALE, DOING BUSINESS IN THE STATE OF CALIFORNIA AS SOCIETE GENERALE, A FRENCH BANK",FRANCE,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
AYNSLEY ENTERPRISES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90071
"TEMPLELAND, LIMITED",UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90010
"BERZIA, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
"ANVILLE, N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS RAVINE CORPORATION",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90071
CHALKSTONE INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90071
CROSSTREES INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90071
KABUSHIKI GAISHA ASAHI TSUSHINSHA,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90010
OAKFORD INCORPORATED N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90071
FACEY ENTERPRISES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,91108
SABAGLI N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
"LYNLEY, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
"PETER BAWDEN DRILLING, LTD. WHICH WILL DO BUSINESS IN CALIFORNIA AS BAWDEN DRILLING CALIFORNIA LTD.",CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
DYCEM LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90028
IDALOU COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,91107
ASHK CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
MAPLEBUSH HOLDINGS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90067
"NEWMANS TOURS, LIMITED",NEW ZEALAND,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90034
KING FORD INTERNATIONAL CORP.(USA),TAIWAN,world,Statement & Designation By Foreign Corporation,Forfeited,1981,91801
"PRESTIGE CAPITAL VENTURES, LTD.",HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90046
SATURN HEREDITAMENTS LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90067
TIJUANA PRODUCTIONS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90069
MONTILONES INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90048
P.A.T. PRODUZIONI ASSOCIATE TELEVISIVE S.R.L.,ITALY,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90210
"NIKKO TRADING U.K. LIMITED, WHICH WILL DO BUSINESS IN CALIFORNIA AS NIKKO ENTERPRISES LIMITED",UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
"GHIELMETTI, LTD.",SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90028
TIMBERLANE FILMS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90230
CAROMA SALES PTY. LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90067
FLORANDA DEVELOPMENT N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,90017
"NICHOLAS STRACEY WHICH WILL DO BUSINESS IN CALIFORNIA AS NICHOLAS STRACEY, CO.",UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1982,90024
"THAI SENG TRADING CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1994,90010
"FUJI TELEVISION NETWORK, INC.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1982,90067
PAROLTON COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,90212
AMBASSADOR LIMITED,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,90024
FISA N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,90212
ROBY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,90212
ENSIVAL CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,90505
NAM SUNG ELECTRONICS CORP.,"KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Forfeited,1982,90501
TERMO INDUSTRIA S.R.L.,ITALY,world,Statement & Designation By Foreign Corporation,Forfeited,1982,90278
ROCO PROPERTY INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,90067
KENTING EXPLORATION SERVICES LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
"ISPO INDUSTRIES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
"BRAZOS RESOURCES, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
MARGAUX INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
PINE VALLEY INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
STEPHANIE CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
"ROSA CORPORATION, N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS BANKS HUNTLEY BUILDING",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,91367
WADINNEN S.A.,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90815
WENDIGO INCORPORATED N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
"LEVI STRAUSS EXIMCO, S.A.",SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
TOUSSAINT LIMITED,JERSEY,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90067
"SWINDON N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS JAMAR REALTY CO.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90067
"OTUL, S.A.",PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90067
SAMSAN PROPERTIES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90211
ERROL CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90067
"WILTRADING, INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS 'PARKWOOD PLAZA SHOPPING CENTER'",PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
"ACIF, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,91105
INTERNATIONAL CHEMICAL EXPRESS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
MDELMA COMPANY N. V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,91801
SALORVILLE INVESTMENTS N. V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
"RYOWA TRADING CO., LTD., WHICH WILL DO BUSINESS IN CALIFORNIA AS: CALIFORNIA RYOWA TRADING CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
